id,address,price,floor,total_floors,rooms,square,city,remont,balcon,uid,view,year,type_perec,hot_water,fundament,kitchen
0,"улица Туполева, 15",3100000,9,9,1,36.4,Воронеж,standard,1,2059802857,garden,1986,Железобетонный,0.0,0.0,"8,5 м2"
1,"улица Фёдора Тютчева, 99",3270000,4,9,1,30.0,Воронеж,standard,1,2059678399,garden,2011,Железобетонный,0.0,0.0,0
2,"улица Фёдора Тютчева, 95Е",3350000,1,9,1,32.4,Воронеж,standard,1,2057432696,garden,2013,Железобетонный,0.0,0.0,9 м2
3,"переулок Парашютистов, 6",2800000,5,5,1,30.4,Воронеж,standard,1,2059084407,garden,1970,Железобетонный,0.0,0.0,6 м2
4,"улица Чебышева, 16",2100000,2,5,1,30.2,Воронеж,standard,1,2059631819,garden,1976,0,0.0,0.0,6 м2
5,"улица Берёзовая Роща, 2Б",3700000,3,9,1,38.7,Воронеж,standard,1,2059803321,garden,1971,Железобетонный,0.0,Ленточный,6 м2
6,"улица 45-й Стрелковой Дивизии, 275/2",3950000,16,17,1,38.0,Воронеж,standard,1,2056822518,garden,2015,Железобетонный,0.0,Сплошной,"10,3 м2"
7,"Беговая улица, 223/2",5000000,2,18,1,42.0,Воронеж,standard,1,2059437505,garden,2018,0,0.0,0,10 м2
8,"проспект Патриотов, 51",2500000,5,5,1,24.9,Воронеж,standard,1,2059632335,garden,1987,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Иной,"7,5 м2"
9,"улица Героев Сибиряков, 101",3400000,6,12,1,34.0,Воронеж,standard,1,2057410820,garden,1973,Железобетонный,0,0,"9,6 м2"
10,"Политехнический переулок, 3",3100000,1,9,1,40.0,Воронеж,standard,1,1816535628,garden,1988,Железобетонный,0,0,10 м2
11,"улица Антокольского, 10",2450000,3,5,1,36.2,Воронеж,standard,1,2056004151,garden,1988,Железобетонный,0,Иной,"7,8 м2"
12,"улица Маршала Неделина, 27",3600000,4,10,1,29.6,Воронеж,standard,1,2058048944,garden,2004,Железобетонный,0,0,"8,5 м2"
13,"улица Владимира Невского, 34А",4950000,9,16,1,43.0,Воронеж,standard,1,2059849729,garden,2007,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Иной,9 м2
14,"проспект Патриотов, 12",2800000,4,5,1,32.5,Воронеж,standard,1,2059719739,garden,1969,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,"6,6 м2"
15,"Олимпийский бульвар, 12",4800000,3,17,1,40.2,Воронеж,standard,1,2059729257,garden,2015,Железобетонный,0,0,"10,7 м2"
16,"Ленинский проспект, 21",4000000,2,13,1,44.1,Воронеж,standard,1,2059644781,garden,1997,Железобетонный,0,0,9 м2
17,"улица 45-й Стрелковой Дивизии, 108",4699000,2,13,1,39.3,Воронеж,standard,1,2058510755,garden,2014,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Иной,11 м2
18,"улица 9 Января, 274",1200000,3,9,1,16.6,Воронеж,standard,1,2058899319,garden,1974,Железобетонный,Центральное,0,0
19,"улица Миронова, 43",4499000,7,10,1,42.0,Воронеж,standard,1,2059217040,garden,2008,Железобетонный,0,0,13 м2
20,"улица Хользунова, 38/4",4140000,1,17,1,35.2,Воронеж,standard,1,2059144561,garden,2016,0,0,0,"8,2 м2"
21,"улица Владимира Невского, 39Д",5100000,1,10,1,54.0,Воронеж,standard,1,2039728252,garden,2006,Железобетонный,0,Ленточный,"18,7 м2"
22,"улица Менделеева, 25",3100000,10,10,1,36.0,Воронеж,standard,1,1920660152,garden,1993,Железобетонный,0,0,8 м2
23,"улица Героев Сибиряков, 91",3250000,4,5,1,32.9,Воронеж,standard,1,2059724556,garden,1967,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,6 м2
24,"улица Владимира Невского, 39Б",3990000,3,10,1,39.5,Воронеж,standard,1,2057982020,garden,2005,Железобетонный,0,Ленточный,11 м2
25,"улица Суворова, 122А",4130000,2,25,1,41.1,Воронеж,standard,1,2058489417,garden,2017,Железобетонный,Центральное,0,"11,7 м2"
26,"улица Академика Конопатова, 11",5200000,16,16,1,46.3,Воронеж,standard,1,2056324068,garden,2017,Железобетонный,0,0,"10,4 м2"
27,"Беговая улица, 225",5000000,12,13,1,44.5,Воронеж,standard,1,2059577955,garden,2014,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Иной,12 м2
28,"Ленинский проспект, 10А",4950000,6,10,1,35.1,Воронеж,standard,1,2059676517,garden,2007,Железобетонный,0,Иной,"8,2 м2"
29,"Майская улица, 33А",2400000,3,5,1,32.5,Воронеж,standard,1,2058063563,garden,1987,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,0,8 м2
30,"Московский проспект, 110Д",5100000,17,17,1,42.1,Воронеж,standard,1,2058592155,garden,2015,Железобетонный,0,Ленточный,11 м2
31,"улица 45-й Стрелковой Дивизии, 125",4500000,9,10,1,41.4,Воронеж,standard,1,2057071200,garden,1995,Железобетонный,0,0,"10,6 м2"
32,"Томилинская улица, 246А",1400000,4,5,1,17.8,Оренбург,standard,1,2059678167,garden,1966,Железобетонный,0,0,3 м2
33,"Туркестанская улица, 23",1900000,7,9,1,21.7,Оренбург,standard,1,2059867881,garden,1976,Железобетонный,Центральное,0,"6,3 м2"
34,"Станочный переулок, 6",1980000,4,5,1,30.0,Оренбург,standard,1,2056469664,garden,1965,Железобетонный,0,Ленточный,6 м2
35,"Пролетарская улица, 310А",2190000,9,9,1,29.0,Оренбург,standard,1,2059558927,garden,1982,Железобетонный,0,Ленточный,6 м2
36,"Мало-Ленинская улица, 167/2",3999900,5,18,1,35.0,Оренбург,standard,1,2059733928,garden,2016,Железобетонный,0,Сплошной,"10,8 м2"
37,"1-й проезд Кривцова, 1/1",2050000,3,5,1,30.0,Оренбург,standard,1,2059862119,garden,1970,Железобетонный,0,Ленточный,6 м2
38,"улица Котова, 103",2450000,3,5,1,29.0,Оренбург,standard,1,2057909897,garden,1963,Железобетонный,0,0,5 м2
39,"улица Ямашева, 6/1",2850000,13,14,1,34.5,Оренбург,standard,1,1995563657,garden,2022,Железобетонный,Центральное,0,10 м2
40,"улица Ямашева, 6/1",2749900,1,14,1,37.5,Оренбург,standard,1,2059654837,garden,2022,Железобетонный,Центральное,0,8 м2
41,"проспект Гагарина, 39/3",3049000,2,14,1,36.0,Оренбург,standard,1,2059303871,garden,2001,Железобетонный,0,0,10 м2
42,"улица Автомобилистов, 2/1",4000000,12,16,1,56.5,Оренбург,standard,1,1706463661,garden,2012,0,0,0,0
43,"Томилинская улица, 242А",2400000,7,9,1,32.6,Оренбург,standard,1,2056966936,garden,1969,0,0,0,8 м2
44,"улица Герцена, 47",4400000,10,12,1,50.0,Оренбург,standard,1,2058294153,garden,2011,Железобетонный,0,0,12 м2
45,"Салмышская улица, 43/2",4000000,3,12,1,38.9,Оренбург,standard,1,2058713102,garden,2014,Железобетонный,0,0,10 м2
46,"Промышленная улица, 9",2300000,5,5,1,29.0,Оренбург,standard,1,2059835071,garden,1976,Железобетонный,0,Ленточный,5 м2
47,"улица Хользунова, 102В",4550000,10,16,1,40.1,Воронеж,design,1,2057443611,garden,2011,Железобетонный,0,Свайный,"11,4 м2"
48,"Беговая улица, 223/4",4099000,13,18,1,30.0,Воронеж,design,1,2056942426,garden,2016,Железобетонный,0,0,8 м2
49,"Ленинский проспект, 96А",5900000,10,13,1,45.0,Воронеж,design,1,2059718650,garden,2012,Железобетонный,0,0,9 м2
50,"Московский проспект, 147",5799999,5,16,1,43.7,Воронеж,design,1,2059873577,garden,2009,Железобетонный,0,0,13 м2
51,"улица Морозова, 29",7980000,4,9,1,63.0,Воронеж,design,1,1857503609,garden,2005,Железобетонный,0,0,"16,6 м2"
52,"улица Кривошеина, 13/13",6700000,16,17,1,40.2,Воронеж,design,1,2057842677,garden,2018,Железобетонный,Центральное,0,10 м2
53,"Ливенская улица, 30Г",3100000,1,5,1,35.8,Орёл,standard,1,2059831653,garden,2005,Железобетонный,0,Ленточный,"8,9 м2"
54,"Межевой переулок, 15",3800000,1,9,1,40.9,Орёл,standard,1,2059578636,garden,2009,Железобетонный,0,Ленточный,0
55,"Межевой переулок, 15",3800000,1,9,1,40.9,Орёл,standard,1,2059578825,garden,2009,Железобетонный,0,Ленточный,0
56,"улица Игнатова, 25А",2490000,5,5,1,33.0,Орёл,standard,1,2057981245,garden,1987,Железобетонный,0,Бетонные столбы,6 м2
57,"Артельный переулок, 8",3590000,3,9,1,45.7,Орёл,standard,1,2058967099,garden,2001,Железобетонный,0,0,"11,4 м2"
58,"Кромская улица, 23",4250000,4,9,1,42.5,Орёл,standard,1,2059471169,garden,2012,Железобетонный,0,Иной,"10,2 м2"
59,"улица Гагарина, 22",2370000,5,5,1,30.0,Орёл,standard,1,2059546044,garden,1966,Железобетонный,0,0,6 м2
60,"улица Родзевича-Белевича, 20",3499000,9,10,1,36.5,Орёл,standard,1,2056941649,garden,2023,Железобетонный,0,0,9 м2
61,"улица Алроса, 9",3899000,2,10,1,40.9,Орёл,standard,1,2057013313,garden,2010,Железобетонный,0,0,11 м2
62,"улица Машкарина, 8",3100000,4,9,1,35.9,Орёл,standard,1,1831182014,garden,1993,Железобетонный,0,0,8 м2
63,"улица Максима Горького, 172",6700000,10,16,1,45.0,Орёл,standard,1,2059389963,garden,2015,Железобетонный,0,0,14 м2
64,"Карачевское шоссе, 102",3650000,2,9,1,38.7,Орёл,standard,1,2058704355,garden,2014,Монолитный,0,0,"9,8 м2"
65,"улица Металлургов, 19Б",3500000,1,10,1,38.1,Орёл,standard,1,2059824744,garden,2006,Железобетонный,0,Ленточный,"8,9 м2"
66,"Соляной переулок, 20",2600000,4,5,1,31.0,Оренбург,design,1,2059465405,garden,1970,Железобетонный,0,Ленточный,7 м2
67,"улица Поляничко, 12",4999000,9,16,1,48.0,Оренбург,design,1,1664049955,garden,2017,Железобетонный,0,Сплошной,"13,5 м2"
68,"проспект Красного Знамени, 46",8100000,14,14,1,45.8,Владивосток,standard,1,2059723280,garden,1991,Железобетонный,0,0,0
69,"улица Адмирала Кузнецова, 86",7100000,1,5,1,50.7,Владивосток,standard,1,2058689725,garden,2005,Железобетонный,Центральное,0,14 м2
70,"проспект 100-летия Владивостока, 55",6550000,3,9,1,31.0,Владивосток,standard,1,2059718477,garden,1964,Железобетонный,0,0,5 м2
71,"улица Адмирала Юмашева, 6А",5400000,3,5,1,30.5,Владивосток,standard,1,2059576369,garden,1961,Железобетонный,0,Иной,6 м2
72,"улица Калинина, 231",4350000,3,3,1,29.9,Владивосток,standard,1,2058943033,garden,1961,Железобетонный,0,Иной,"4,8 м2"
73,"Стрелковая улица, 46",8350000,4,5,1,55.6,Владивосток,standard,1,2059794749,garden,2006,Железобетонный,0,Сборный,0
74,"Саратовская улица, 11",6000000,2,5,1,31.0,Владивосток,standard,1,2059487928,garden,1966,Железобетонный,0,Иной,5 м2
75,"улица Зои Космодемьянской, 13А",4600000,5,5,1,30.9,Владивосток,standard,1,2058741722,garden,1970,Железобетонный,0,Ленточный,7 м2
76,"проспект 100-летия Владивостока, 30В",5500000,3,5,1,32.5,Владивосток,standard,1,2059843361,garden,1961,Железобетонный,0,Ленточный,"5,6 м2"
77,"улица 60-летия Октября, 22",3550000,3,5,1,29.2,Орёл,design,1,2059892899,garden,1968,Железобетонный,0,Бетонные столбы,8 м2
78,"улица Андрианова, 39",4999000,12,16,1,41.6,Орёл,design,1,1942891930,garden,2018,0,0,0,0
79,"улица Родзевича-Белевича, 5",4550000,6,9,1,37.0,Орёл,design,1,2059696026,garden,2023,Железобетонный,Центральное,0,8 м2
80,"улица Нормандия-Неман, 78",4750000,5,17,1,39.4,Орёл,design,1,2058826378,garden,2023,Железобетонный,0,0,"11,1 м2"
81,"Новосильская улица, 6",3900000,2,5,1,31.0,Орёл,design,1,2059515107,garden,1976,Железобетонный,0,0,6 м2
82,"улица Яковлева, 9",5900000,6,9,1,41.7,Омск,standard,1,2059291608,garden,1986,Железобетонный,0,0,"11,8 м2"
83,"улица Мишина, 8",5409000,2,10,1,43.6,Омск,standard,1,2058992088,garden,2012,Железобетонный,0,0,"10,6 м2"
84,"Иртышская набережная, 12",4815000,5,9,1,32.5,Омск,standard,1,2058637479,garden,1972,Железобетонный,0,0,"6,2 м2"
85,"2-я улица Челюскинцев, 11",2500000,3,5,1,30.0,Омск,standard,1,2059906257,garden,1978,Железобетонный,0,Ленточный,0
86,"улица Академика Павлова, 31",3300000,5,5,1,30.0,Омск,standard,1,2057872843,garden,1980,Железобетонный,0,Ленточный,6 м2
87,"улица Декабристов, 98",5300000,4,13,1,37.8,Омск,standard,1,2056183640,garden,1996,Железобетонный,Центральное,0,"9,5 м2"
88,"проспект Комарова, 15к4",5535000,2,10,1,42.1,Омск,standard,1,2057134196,garden,2008,Железобетонный,0,0,"12,2 м2"
89,"улица Малиновского, 12к5",4595000,5,9,1,43.0,Омск,standard,1,2058356072,garden,2014,Железобетонный,0,0,"15,4 м2"
90,"улица Анатолия Маркова, 6",3650000,3,5,1,30.5,Омск,standard,1,2055770976,garden,1965,Железобетонный,0,Свайный,6 м2
91,"5-я Рабочая улица, 70А",3050000,2,4,1,31.4,Омск,standard,1,2057971200,garden,1961,Железобетонный,0,Свайный,"6,1 м2"
92,"проспект Мира, 34В",3300000,3,5,1,31.0,Омск,standard,1,1930846590,garden,1960,Железобетонный,0,Ленточный,6 м2
93,"улица Малиновского, 17к1",5000000,3,10,1,40.1,Омск,standard,1,2059310033,garden,2004,Железобетонный,Центральное,0,"10,5 м2"
94,"улица Анатолия Маркова, 6",3550000,4,5,1,31.2,Омск,standard,1,2059562937,garden,1965,Железобетонный,0,Свайный,6 м2
95,"улица Масленникова, 66",4700000,5,10,1,40.2,Омск,standard,1,2056682800,garden,1991,Железобетонный,0,0,"9,2 м2"
96,"Бульварная улица, 2",3650000,4,9,1,35.0,Омск,standard,1,2056808919,garden,1983,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,0,11 м2
97,"улица Петра Ильичёва, 7",3630000,3,5,1,32.1,Омск,standard,1,2058762309,garden,1965,Железобетонный,0,Бетонные столбы,6 м2
98,"улица Андрианова, 30",3230000,3,5,1,30.0,Омск,standard,1,2057249927,garden,1966,Железобетонный,0,Ленточный,6 м2
99,"улица 13-я Линия, 37/5",5500000,7,16,1,39.0,Омск,standard,1,2058543097,garden,2015,Железобетонный,0,0,"10,2 м2"
100,"улица 50 лет Профсоюзов, 111",3650000,5,9,1,34.4,Омск,standard,1,2055802698,garden,1973,Смешанный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Свайный,7 м2
101,"Космический проспект, 103",2590000,3,4,1,26.4,Омск,standard,1,2059334762,garden,1972,Железобетонный,0,Ленточный,7 м2
102,"бульвар Архитекторов, 4/1",5880000,2,10,1,40.0,Омск,standard,1,2059652940,garden,2009,0,0,0,11 м2
103,"24-я Северная улица, 200",3999000,5,5,1,32.4,Омск,standard,1,2058513060,garden,1985,Смешанный,0,0,"7,6 м2"
104,"2-я Военная улица, 19",5100000,4,15,1,40.0,Омск,standard,1,2059515092,garden,2013,0,0,0,12 м2
105,"27-я Северная улица, 117",3998000,3,5,1,36.0,Омск,standard,1,2032707371,garden,1993,Железобетонный,0,0,8 м2
106,"3-я Железнодорожная улица, 10А",3150000,5,5,1,32.0,Омск,standard,1,2058593898,garden,1986,Железобетонный,0,Ленточный,6 м2
107,"улица Кирова, 8",3670000,9,9,1,33.2,Омск,standard,1,2059480680,garden,1986,Железобетонный,0,0,"6,6 м2"
108,"улица Карбышева, 6",4600000,5,10,1,44.0,Омск,standard,1,2055782699,garden,2010,Железобетонный,0,0,9 м2
109,"улица 50 лет Октября, 98",3500000,9,9,1,35.0,Омск,standard,1,2059461726,garden,1976,Смешанный,0,0,8 м2
110,"Светловская улица, 10",3100000,3,9,1,27.0,Омск,standard,1,2058655512,garden,2012,0,0,0,0
111,"4-я Транспортная улица, 38",3700000,9,9,1,32.2,Омск,standard,1,1477706935,garden,1972,Железобетонный,0,0,"8,6 м2"
112,"Учебная улица, 202",3050000,2,5,1,32.0,Омск,standard,1,2058115688,garden,1963,Железобетонный,0,Ленточный,6 м2
113,"улица 26-я Линия, 85",3700000,3,5,1,31.6,Омск,standard,1,2058938380,garden,1992,Железобетонный,0,Ленточный,7 м2
114,"улица 1-я Красной Звезды, 65",2914000,2,5,1,27.8,Омск,standard,1,2058637480,garden,2023,Железобетонный,Центральное,0,8 м2
115,"Средняя улица, 7",3550000,3,9,1,27.0,Омск,standard,1,2059576403,garden,1988,Железобетонный,0,0,8 м2
116,"2-я Трамвайная улица, 27",2990000,2,9,1,28.6,Омск,standard,1,2059634295,garden,1989,0,0,0,"6,5 м2"
117,"улица Крупской, 12/1",4950000,2,10,1,38.4,Омск,standard,1,2059446662,garden,2006,Железобетонный,0,0,"8,8 м2"
118,"Крыловская улица, 21",3250000,2,9,1,36.2,Омск,standard,1,2059871599,garden,1987,Железобетонный,0,0,9 м2
119,"улица Завертяева, 18/9",3600000,1,8,1,31.5,Омск,standard,1,2054314559,garden,2023,Железобетонный,Центральное,0,7 м2
120,"улица Красный Путь, 101к4",7400000,3,17,1,38.1,Омск,standard,1,2058013376,garden,2018,Железобетонный,0,0,"9,8 м2"
121,"Комбинатская улица, 46/3",1780000,3,3,1,29.7,Омск,standard,1,2059291942,garden,1963,0,0,0,"5,5 м2"
122,"Пригородная улица, 23к3",4800000,8,10,1,43.3,Омск,standard,1,2059552101,garden,2014,Железобетонный,0,Свайный,"11,3 м2"
123,"бульвар М.М. Кузьмина, 21",5300000,5,19,1,37.6,Омск,standard,1,2058070244,garden,2016,Железобетонный,0,Свайный,12 м2
124,"улица Перелёта, 34",6260000,12,15,1,41.8,Омск,standard,1,2059709334,garden,2014,Железобетонный,0,0,13 м2
125,"улица Масленникова, 66",4700000,5,10,1,40.2,Омск,standard,1,2059604329,garden,1991,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,"9,2 м2"
126,"улица 1-я Красной Звезды, 65",2890000,3,5,1,27.0,Омск,standard,1,2059369486,garden,2023,Железобетонный,Центральное,0,7 м2
127,"улица Крупской, 8/1",5300000,4,10,1,37.7,Омск,standard,1,2059229091,garden,2006,Железобетонный,0,0,"9,4 м2"
128,"33-я Северная улица, 40А",3499000,1,5,1,41.0,Омск,standard,1,2058274884,garden,1983,Железобетонный,0,Свайный,11 м2
129,"Пригородная улица, 23к2",5200000,4,9,1,41.0,Омск,standard,1,2058157318,garden,2015,Железобетонный,0,Свайный,"11,2 м2"
130,"Космический проспект, 32",3900000,9,9,1,36.3,Омск,standard,1,2057812796,garden,1986,0,0,0,9 м2
131,"Звёздная улица, 6",5380000,6,9,1,44.5,Омск,standard,1,2058677051,garden,2009,Железобетонный,0,0,"11,5 м2"
132,"улица Лукашевича, 17А",3650000,4,5,1,33.1,Омск,standard,1,2058528478,garden,1975,Железобетонный,0,Ленточный,"5,8 м2"
133,"Светловская улица, 6",4120000,2,16,1,34.6,Омск,standard,1,2058481431,garden,2015,Железобетонный,0,0,9 м2
134,"Осоавиахимовская улица, 292",1790000,5,5,1,25.0,Омск,standard,1,1968099386,garden,1980,Смешанный,0,Свайный,12 м2
135,"улица 50 лет Профсоюзов, 69",3600000,3,3,1,30.8,Омск,standard,1,2059732624,garden,1960,Железобетонный,0,Ленточный,6 м2
136,"улица 1-я Красной Звезды, 65",3400000,2,5,1,33.0,Омск,standard,1,2059075463,garden,2023,Железобетонный,Центральное,0,14 м2
137,"Верхнеднепровская улица, 265к2",3300000,2,3,1,31.6,Омск,standard,1,2059492971,garden,2017,Железобетонный,0,Свайный,9 м2
138,"Светловская улица, 2",4350000,2,11,1,41.0,Омск,standard,1,2058869312,garden,2015,Железобетонный,0,0,13 м2
139,"проспект Менделеева, 4",3800000,4,5,1,36.0,Омск,standard,1,2059812253,garden,1988,Железобетонный,0,0,0
140,"улица Всеволода Иванова, 20",3590000,4,5,1,31.3,Омск,standard,1,2058629179,garden,1964,Железобетонный,0,Бетонные столбы,6 м2
141,"улица Ярослава Гашека, 17",4100000,12,14,1,38.0,Омск,standard,1,1897408944,garden,2009,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Свайный,11 м2
142,"улица Богдана Хмельницкого, 166",3900000,2,4,1,35.7,Омск,standard,1,2059489918,garden,1949,Деревянный,0,Ленточный,9 м2
143,"улица Олега Кошевого, 21/1",5300000,8,10,1,37.6,Омск,standard,1,2059735374,garden,2015,0,0,0,10 м2
144,"улица Блюхера, 24/2",3120000,5,5,1,35.2,Омск,standard,1,2058544133,garden,1986,Железобетонный,0,Ленточный,8 м2
145,"улица Труда, 9А",2600000,4,5,1,21.0,Омск,standard,1,2058797631,garden,1981,Железобетонный,Центральное,0,"5,1 м2"
146,"3-я Железнодорожная улица, 10А",2800000,2,5,1,32.6,Омск,standard,1,2058876458,garden,1986,Железобетонный,0,Ленточный,"5,1 м2"
147,"улица Грибанова, 15",3100000,1,3,1,27.3,Волгоград,standard,1,2059542798,garden,2017,Железобетонный,0,0,"8,2 м2"
148,"Университетский проспект, 84",3450000,5,5,1,33.0,Волгоград,standard,1,2059876832,garden,1984,Железобетонный,0,0,"7,7 м2"
149,"улица Тулака, 10",3000000,1,9,1,29.0,Волгоград,standard,1,2058513463,garden,1978,Железобетонный,0,0,6 м2
150,"Клубный переулок, 3",1590000,1,2,1,30.1,Волгоград,standard,1,2016049658,garden,1989,Железобетонный,0,Ленточный,"6,1 м2"
151,"улица Маршала Ерёменко, 35",3650000,9,9,1,34.7,Волгоград,standard,1,2059638757,garden,1978,Железобетонный,0,0,"8,7 м2"
152,"улица 51-й Гвардейской Дивизии, 21",3000000,5,5,1,31.3,Волгоград,standard,1,2058489017,garden,1967,Железобетонный,0,Иной,6 м2
153,"улица 50 лет Октября, 17",2250000,8,9,1,34.0,Волгоград,standard,1,2059038914,garden,1971,Железобетонный,0,0,7 м2
154,"улица Копецкого, 1А",1850000,9,10,1,29.0,Волгоград,standard,1,2056207720,garden,1987,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,"7,5 м2"
155,"улица Добрушина, 16А",3350000,2,3,1,28.4,Волгоград,standard,1,1847662776,garden,2016,Железобетонный,0,Ленточный,8 м2
156,"улица Наумова, 10",5050000,4,5,1,30.5,Волгоград,standard,1,2057231745,garden,1960,Железобетонный,0,Ленточный,6 м2
157,"Новодвинская улица, 50",4400000,7,9,1,32.4,Волгоград,standard,1,2057152005,garden,1972,Железобетонный,0,0,"5,7 м2"
158,"улица Дзержинского, 51А",2150000,7,9,1,30.0,Волгоград,standard,1,2058684613,garden,1980,Железобетонный,0,Ленточный,6 м2
159,"улица Быстрова, 84Б",3050000,4,5,1,31.8,Волгоград,standard,1,2059229768,garden,1985,Железобетонный,0,Ленточный,"7,1 м2"
160,"проспект Маршала Жукова, 101",3150000,3,5,1,32.6,Волгоград,standard,1,2059611627,garden,1964,Железобетонный,0,Ленточный,"5,9 м2"
161,"улица имени Старшего Лейтенанта Токарева, 5",2780000,1,10,1,28.1,Волгоград,standard,1,2059155097,garden,2022,Железобетонный,0,0,"8,5 м2"
162,"Пролетарская улица, 55",2790000,1,9,1,35.5,Волгоград,standard,1,2059437291,garden,1985,Железобетонный,0,0,"7,2 м2"
163,"Мариупольская улица, 12",2380000,5,5,1,31.6,Волгоград,standard,1,2057737908,garden,1967,Железобетонный,0,Ленточный,"6,7 м2"
164,"Донецкая улица, 7",2800000,6,9,1,22.0,Волгоград,standard,1,2059426695,garden,1981,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Ленточный,5 м2
165,"Пролетарская улица, 53",2400000,1,9,1,19.7,Волгоград,standard,1,2059515794,garden,1982,Железобетонный,0,0,5 м2
166,"Пролетарская улица, 53",2000000,9,9,1,19.8,Волгоград,standard,1,2059387402,garden,1982,Железобетонный,0,0,"4,3 м2"
167,"Кузнецкая улица, 75",5249000,10,18,1,46.0,Волгоград,standard,1,2057759434,garden,2017,0,0,0,0
168,"Депутатская улица, 11А",3800000,9,11,1,48.7,Волгоград,standard,1,2056810366,garden,2001,Железобетонный,0,0,"12,9 м2"
169,"улица Маршала Ерёменко, 110",3400000,4,9,1,33.9,Волгоград,standard,1,2059863315,garden,1969,Железобетонный,0,0,"6,1 м2"
170,"улица имени Старшего Лейтенанта Токарева, 5",3000000,8,10,1,27.5,Волгоград,standard,1,2058979054,garden,2022,Железобетонный,0,0,8 м2
171,"бульвар М.М. Кузьмина, 23",6000000,18,19,1,36.5,Омск,design,1,1971216128,garden,2016,Железобетонный,0,Свайный,12 м2
172,"Октябрьская улица, 107",6899000,2,12,1,40.5,Омск,design,1,2022918510,garden,2015,Железобетонный,0,0,15 м2
173,"улица Димитрова, 69",5200000,7,10,1,38.0,Омск,design,1,1894409000,garden,2017,Железобетонный,0,Иной,0
174,"Пригородная улица, 3/2",3350000,8,10,1,27.4,Омск,design,1,2057681417,garden,1985,Железобетонный,0,0,8 м2
175,"улица Ватутина, 24/2",8400000,2,12,1,51.3,Омск,design,1,2058391463,garden,2006,Железобетонный,0,0,"12,1 м2"
176,"Транссибирская улица, 6к2",5800000,1,9,1,44.0,Омск,design,1,2056415416,garden,2013,Железобетонный,0,0,12 м2
177,"проспект Комарова, 11/3",5690000,5,11,1,39.0,Омск,design,1,2059404045,garden,2021,Иное,0,Иной,16 м2
178,"улица Чернышевского, 2к3",7900000,4,17,1,38.8,Омск,design,1,2059631321,garden,2021,Железобетонный,Центральное,0,9 м2
179,"Госпитальная улица, 19А",6500000,10,18,1,39.0,Омск,design,1,2059731202,garden,2015,Железобетонный,0,0,11 м2
180,"улица Красный Путь, 143к3",8200000,1,17,1,48.9,Омск,design,1,2059422865,garden,2016,Железобетонный,0,0,14 м2
181,"проспект Комарова, 16",6490000,2,10,1,41.1,Омск,design,1,2059694076,garden,2012,Смешанный,0,0,10 м2
182,"3-я Молодёжная улица, 64",3240000,5,5,1,32.2,Омск,design,1,2057211579,garden,1984,Железобетонный,0,Ленточный,0
183,"5-я Кировская улица, 176",3890000,9,10,1,33.0,Омск,design,1,1985913580,garden,2022,Железобетонный,Центральное,0,10 м2
184,"улица Чернышевского, 2к3",7800000,1,17,1,39.1,Омск,design,1,2059556484,garden,2021,Железобетонный,Центральное,0,"10,6 м2"
185,"улица Красный Путь, 101к1",8150000,5,14,1,39.4,Омск,design,1,2059738390,garden,2016,0,0,0,12 м2
186,"Краснопресненская улица, 5",3600000,5,9,1,30.7,Омск,design,1,2059718411,garden,1981,Железобетонный,0,0,6 м2
187,"улица Перелёта, 19",6990000,12,12,1,49.0,Омск,design,1,2059489615,garden,2020,Железобетонный,0,0,10 м2
188,"улица Солнечникова, 3",4085000,2,3,1,45.9,Волгоград,design,1,2059111921,garden,2013,Железобетонный,0,Ленточный,"9,2 м2"
189,"Невская улица, 6А",5950000,6,9,1,33.0,Волгоград,design,1,2058472039,garden,1970,Железобетонный,0,0,7 м2
190,"Пугачёвская улица, 20",8550000,10,16,1,51.6,Волгоград,design,1,1895672568,garden,2011,Железобетонный,0,0,15 м2
191,"Новодвинская улица, 52",4660000,4,9,1,33.0,Волгоград,design,1,2058604879,garden,1973,Железобетонный,0,0,"5,6 м2"
192,"улица 4-х Связистов, 25А",3380000,9,9,1,32.7,Волгоград,design,1,2059690414,garden,1989,Железобетонный,0,0,8 м2
193,"улица Солнечникова, 3",4080000,2,3,1,45.9,Волгоград,design,1,2057484371,garden,2013,Железобетонный,0,Ленточный,"9,2 м2"
194,"улица Николая Отрады, 24А",6100000,9,10,1,43.3,Волгоград,design,1,2058837849,garden,2006,Железобетонный,0,0,"10,7 м2"
