id,address,price,floor,total_floors,rooms,square,city,remont,balcon,uid,view,year,type_perec,hot_water,fundament,kitchen
4729,"улица Красный Путь, 101к2",11790000,2,17,2,58.0,Омск,design,1,1950498758,street,2016,0,0,0,15 м2
4730,"Барнаульская улица, 97к2",6195000,1,9,2,59.3,Омск,design,1,2059732050,street,2007,Железобетонный,Центральное,0,"10,3 м2"
4731,"Братская улица, 19/2",12300000,1,6,2,85.0,Омск,design,1,2058070150,street,2008,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,0,19 м2
4732,"Кемеровская улица, 24",11500000,9,21,2,68.3,Омск,design,1,2058717082,street,2012,Железобетонный,Центральное,0,0
4733,"проспект Карла Маркса, 26",6700000,4,5,2,40.2,Омск,design,1,2058070537,street,1959,Железобетонный,Центральное,0,"7,5 м2"
4734,"улица Комкова, 8/1",8699000,2,9,2,70.9,Омск,design,1,2058310528,street,2010,Железобетонный,0,0,"11,4 м2"
4735,"улица А.Н. Кабанова, 2",9200000,15,16,2,55.0,Омск,design,1,2058695478,street,2023,Железобетонный,Центральное,0,0
4736,"улица Тютчева, 8",12750000,5,6,2,65.2,Омск,design,1,2059324332,street,2012,Железобетонный,0,Свайный,20 м2
4737,"проспект Карла Маркса, 22",11300000,2,4,2,58.5,Омск,design,1,2058592341,street,1950,Деревянный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,0,8 м2
4738,"улица Перелёта, 28",9400000,10,17,2,60.0,Омск,design,1,2058507203,street,2021,Железобетонный,0,Свайный,11 м2
4739,"улица Конева, 44",6800000,4,5,2,49.6,Омск,design,1,2059816698,street,2013,Железобетонный,0,Свайный,"9,9 м2"
4740,"проспект Мира, 46",12000000,5,7,2,59.0,Омск,design,1,2059565787,street,2013,0,0,0,"9,1 м2"
4741,"улица Маршала Жукова, 78",10500000,7,12,2,72.0,Омск,design,1,2059725288,street,2010,Железобетонный,Центральное,0,"11,1 м2"
4742,"улица Куйбышева, 56",7500000,3,7,2,53.2,Омск,simple,1,2059571162,street,2010,Железобетонный,0,0,11 м2
4743,"Тепличная улица, 19",2750000,3,4,2,46.2,Оренбург,without_repair,1,2059410003,street,1990,Смешанный,0,Иной,12 м2
4744,"Ангарская улица, 9Г",8900000,14,19,2,57.2,Волгоград,well_done,2,2059475390,street,2018,Железобетонный,Центральное,0,16 м2
4745,"Космический проспект, 20к5",7298000,7,9,2,67.2,Омск,well_done,1,2058399792,street,2013,Железобетонный,0,0,14 м2
4746,"улица Крупской, 14",8149000,14,14,2,59.5,Омск,well_done,1,2059476308,street,2015,Железобетонный,0,0,9 м2
4747,"Светловская улица, 2",6950000,6,9,2,55.5,Омск,well_done,1,2058243129,street,2015,Железобетонный,0,Бетонные столбы,"12,8 м2"
4748,"улица Звездова, 132к1",9490000,5,9,2,74.6,Омск,well_done,1,2057948079,street,2008,Железобетонный,0,0,0
4749,"улица Туполева, 2",7770000,1,10,2,59.7,Омск,well_done,1,2055940391,street,2010,0,0,0,12 м2
4750,"Заозёрная улица, 19",7200000,7,16,2,54.0,Омск,well_done,1,2058007903,street,2010,Железобетонный,0,0,15 м2
4751,"улица Перелёта, 23",9450000,12,13,2,64.0,Омск,well_done,1,2059057229,street,2015,Железобетонный,0,0,"22,4 м2"
4752,"улица Шукшина, 9",15300000,5,5,2,93.4,Омск,well_done,1,2058515349,street,2008,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,Свайный,"34,4 м2"
4753,"5-я Крайняя улица, 14",7650000,4,7,2,53.6,Омск,well_done,1,2059355039,street,2011,Железобетонный,0,0,"27,8 м2"
4754,"улица Масленникова, 9",5996000,5,5,2,54.6,Омск,well_done,1,2056905659,street,1969,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,0,"8,1 м2"
4755,"улица 10 лет Октября, 70",10990000,8,8,2,56.0,Омск,well_done,1,1892950165,street,2015,Железобетонный,0,0,10 м2
4756,"улица Перелёта, 28",8200000,2,15,2,54.2,Омск,well_done,1,2057262856,street,2021,Железобетонный,0,Свайный,13 м2
4757,"улица 1-я Красной Звезды, 81",10500000,3,9,2,77.2,Омск,well_done,1,2056809290,street,2016,Железобетонный,0,0,13 м2
4758,"улица 9-я Линия, 195",8500000,6,16,2,71.0,Омск,well_done,1,1974795065,street,2009,Железобетонный,0,0,8 м2
4759,"улица Красный Путь, 101к4",15000000,4,15,2,55.0,Омск,well_done,1,2057805657,street,2018,Железобетонный,0,0,15 м2
4760,"3-я Енисейская улица, 32/2",6000000,1,10,2,40.5,Омск,well_done,1,2059844941,street,2012,Железобетонный,0,0,9 м2
4761,"улица Декабристов, 114",11868000,8,15,2,98.9,Омск,well_done,1,1860299611,street,2006,0,0,0,16 м2
4762,"улица Ермолаева, 3",4780000,3,5,2,45.7,Омск,well_done,1,2059515793,street,1966,Железобетонный,0,Ленточный,"6,1 м2"
4763,"Мельничная улица, 96",3780000,2,2,2,43.0,Омск,well_done,1,2059511647,street,1960,Деревянный,0,0,6 м2
4764,"улица Маршала Жукова, 78",9250000,7,12,2,49.4,Омск,well_done,1,2056861478,street,2010,Железобетонный,Центральное,0,10 м2
4765,"улица Мишина, 8",7190000,2,9,2,59.5,Омск,well_done,1,2058070149,street,2012,Железобетонный,0,0,"12,1 м2"
4766,"улица Перелёта, 33",10650000,6,11,2,75.0,Омск,well_done,1,2059381924,street,2014,Железобетонный,0,0,15 м2
4767,"улица Крупской, 14к2",7600000,1,14,2,56.1,Омск,well_done,1,2059426456,street,2016,Железобетонный,0,Свайный,0
4768,"улица Перелёта, 32",9000000,2,17,2,66.2,Омск,well_done,1,2059563272,street,2014,Железобетонный,0,0,12 м2
4769,"улица Крупской, 14к3",9200000,1,9,2,61.8,Омск,well_done,1,2058810771,street,2015,0,0,0,14 м2
4770,"2-я улица Челюскинцев, 9А",4190000,5,5,2,47.7,Омск,well_done,1,2058666130,street,1977,Железобетонный,0,Свайный,6 м2
4771,"проезд Гусарова, 115",6170000,3,5,2,51.2,Омск,well_done,1,2057567707,street,1988,Железобетонный,0,Бетонные столбы,"7,7 м2"
4772,"улица Шукшина, 3",13600000,2,6,2,94.0,Омск,well_done,1,2057280167,street,2007,Железобетонный,0,0,15 м2
4773,"улица Перелёта, 28",8350000,2,14,2,54.6,Омск,well_done,1,2058763310,street,2021,Железобетонный,0,Свайный,9 м2
4774,"улица Волховстроя, 24",9350000,1,10,2,63.3,Омск,well_done,1,2058858666,street,2015,Железобетонный,Центральное,0,13 м2
4775,"Пригородная улица, 29/2",6990000,12,18,2,56.0,Омск,well_done,1,2058248772,street,2017,Железобетонный,0,0,10 м2
4776,"улица Крупской, 14к3",9149000,8,11,2,61.0,Омск,well_done,1,1996081711,street,2015,0,0,0,14 м2
4777,"35-я Северная улица, 1/1",5000000,10,10,2,45.3,Омск,well_done,1,2059476194,street,1997,Железобетонный,0,0,8 м2
4778,"улица 10 лет Октября, 145",5090000,6,9,2,57.2,Омск,well_done,1,1993931907,street,1978,Железобетонный,0,0,12 м2
4779,"Мельничная улица, 89к4",7500000,5,5,2,68.0,Омск,well_done,1,2059643127,street,1981,0,0,0,15 м2
4780,"улица Лермонтова, 127/1",6200000,10,10,2,51.7,Омск,well_done,1,2059341131,street,2002,Железобетонный,0,0,"9,3 м2"
4781,"улица Красный Путь, 105В",11190000,9,17,2,54.6,Омск,well_done,1,2057208899,street,2020,Железобетонный,0,Свайный,12 м2
4782,"улица 17-й Военный Городок, 367",4500000,2,5,2,44.4,Омск,well_done,1,2056217984,street,1963,Железобетонный,0,Свайный,6 м2
4783,"3-я Северная улица, 123",11200000,9,9,2,67.0,Омск,well_done,1,1989232235,street,2020,0,0,0,19 м2
4784,"2-я Кольцевая улица, 3к1",7700000,10,10,2,47.0,Омск,well_done,1,2059639138,street,2001,Железобетонный,0,0,9 м2
4785,"улица Шукшина, 8",10595000,2,6,2,81.5,Омск,well_done,1,2059489612,street,2022,Железобетонный,Центральное,0,14 м2
4786,"9-я Северная улица, 99к1",8499999,4,9,2,56.5,Омск,well_done,1,2058474979,street,2015,Железобетонный,0,0,9 м2
4787,"Светловская улица, 10",7100000,8,9,2,60.9,Омск,well_done,1,2059492209,street,2012,0,0,0,"8,3 м2"
4788,"улица 40 лет Ракетных Войск, 2",3000000,4,4,2,44.1,Омск,well_done,1,2057009457,street,1963,Железобетонный,0,Иной,"5,3 м2"
4789,"4-я Кордная улица, 56А",6900000,9,9,2,61.0,Омск,well_done,1,2059476069,street,2013,Железобетонный,0,0,"18,8 м2"
4790,"улица Багратиона, 33",5690000,12,17,2,40.3,Омск,well_done,1,2058796276,street,2018,Монолитный,Центральное,0,0
4791,"улица Багратиона, 21к1",7500000,5,5,2,60.0,Омск,well_done,1,2059697896,street,2005,Железобетонный,0,Свайный,16 м2
4792,"улица Степанца, 3",9300000,4,11,2,63.0,Омск,well_done,1,2059236150,street,2011,Железобетонный,0,0,16 м2
4793,"Нежинская улица, 16",4070000,5,5,2,45.0,Уфа,well_done,1,1963792371,street,1969,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,0,6 м2
4794,"улица Юрия Гагарина, 25",4850000,7,9,2,45.0,Уфа,well_done,1,2059061694,street,1985,Железобетонный,0,0,7 м2
4795,"Стадионная улица, 3",3750000,4,9,2,52.9,Уфа,well_done,1,2058435379,street,1990,Смешанный,0,0,8 м2
4796,"Магистральная улица, 4",4650000,9,9,2,50.1,Уфа,well_done,1,2059863461,street,1995,Железобетонный,0,0,"9,4 м2"
4797,"улица Валерия Лесунова, 4А",5600000,6,17,2,50.6,Уфа,well_done,1,2057806557,street,2016,Железобетонный,0,0,"12,3 м2"
4798,"улица Валерия Лесунова, 8",8500000,5,16,2,73.9,Уфа,well_done,1,2059404633,street,2013,Монолитный,Центральное,0,"11,8 м2"
4799,"улица Рабкоров, 1",5500000,12,12,2,49.0,Уфа,well_done,1,2059464271,street,1979,Железобетонный,0,0,"8,6 м2"
4800,"улица Георгия Мушникова, 3",4750000,8,9,2,42.9,Уфа,well_done,1,2059562262,street,1992,Смешанный,0,0,"6,2 м2"
4801,"улица Степана Кувыкина, 1",5200000,9,9,2,43.1,Уфа,well_done,1,2058176527,street,1982,Деревянный,0,Ленточный,"6,7 м2"
4802,"улица Степана Кувыкина, 14/2",6550000,10,12,2,51.0,Уфа,well_done,1,2059209788,street,1979,Железобетонный,0,0,8 м2
4803,"Комсомольская улица, 167",5400000,5,9,2,43.5,Уфа,well_done,1,2059175518,street,1974,Железобетонный,0,0,"7,1 м2"
4804,"Рязанская улица, 7",5200000,8,12,2,49.4,Уфа,without_repair,1,2058387459,street,1990,Железобетонный,0,0,8 м2
4805,"Черниковская улица, 59",3450000,4,5,2,46.0,Уфа,without_repair,1,2059541678,street,1966,Железобетонный,Центральное,0,5 м2
4806,"улица Правды, 11",3200000,5,5,2,36.5,Уфа,without_repair,1,2059530726,street,1968,Железобетонный,0,Ленточный,6 м2
4807,"улица Юрия Гагарина, 70",4100000,5,9,2,45.0,Уфа,without_repair,1,2058323740,street,1996,Железобетонный,0,0,"6,3 м2"
4808,"Российская улица, 1",3500000,5,5,2,45.8,Уфа,without_repair,1,2059555222,street,1969,Железобетонный,0,Ленточный,6 м2
4809,"улица Минигали Губайдуллина, 19/1",4350000,9,9,2,43.0,Уфа,without_repair,1,2059810845,street,1987,Железобетонный,0,0,7 м2
4810,"улица Ферина, 12",4000000,6,9,2,51.6,Уфа,without_repair,1,2057440682,street,1977,Железобетонный,0,0,"8,6 м2"
4811,"Борисоглебская улица, 34",3470000,4,5,2,42.7,Уфа,without_repair,1,2058700167,street,1966,Железобетонный,0,Ленточный,"5,8 м2"
4812,"5-я Северная улица, 124",7900000,1,13,2,61.0,Омск,without_repair,1,1865852707,street,2022,Железобетонный,0,0,11 м2
4813,"улица Туполева, 4к1",9950000,7,10,2,75.5,Омск,without_repair,1,2056001039,street,2014,Железобетонный,0,0,16 м2
4814,"Братская улица, 19/3",6500000,1,10,2,56.0,Омск,without_repair,1,2056207239,street,2024,Железобетонный,Центральное,0,9 м2
4815,"улица 5-я Линия, 231",3580000,5,5,2,46.9,Омск,without_repair,1,1778642645,street,1971,Железобетонный,0,Ленточный,"5,7 м2"
4816,"Молодогвардейская улица, 24",3250000,4,5,2,44.3,Омск,without_repair,1,2058694949,street,1959,Железобетонный,Закрытая с приготовлением горячей воды на ЦТП,0,0
4817,"Звёздная улица, 8к1",7400000,8,11,2,64.0,Омск,without_repair,1,2058877019,street,2009,Железобетонный,0,0,12 м2
4818,"улица Ватутина, 39",6590000,10,10,2,59.89,Омск,without_repair,1,2059253353,street,2023,0,0,0,10 м2
4819,"улица 20 лет РККА, 13к3",5450000,4,5,2,57.3,Омск,without_repair,1,2059046514,street,1994,Железобетонный,Центральное,0,9 м2
4820,"улица Ватутина, 39",6604000,6,10,2,60.0,Омск,without_repair,1,2059253130,street,2023,0,0,0,10 м2
4821,"улица Красный Пахарь, 99/1",4390000,9,10,2,48.7,Омск,without_repair,1,2059848967,street,1991,Железобетонный,0,0,"8,2 м2"
4822,"Молодогвардейская улица, 11",3500000,3,5,2,42.0,Омск,without_repair,1,2058506410,street,1968,Железобетонный,0,Бетонные столбы,6 м2
4823,"улица Ватутина, 39",6605000,10,10,2,57.44,Омск,without_repair,1,2056189211,street,2024,0,0,0,0
4824,"Космический проспект, 18Ак2",5280000,3,10,2,52.3,Омск,without_repair,1,2058273890,street,2008,Железобетонный,0,0,"7,6 м2"
4825,"улица Шидловского, 26",5999000,5,17,2,64.0,Воронеж,standard,1,2059853221,street,2023,Железобетонный,0,0,12 м2
4826,"Электровозная улица, 2",4500000,7,9,2,50.6,Воронеж,standard,1,2057373346,street,2000,Железобетонный,0,0,9 м2
4827,"улица Шишкова, 72/2",5900000,2,17,2,58.7,Воронеж,standard,1,2059684814,street,2013,Железобетонный,0,0,10 м2
4828,"улица 50 лет СССР, 44",4850000,9,9,2,49.0,Уфа,standard,2,2059376194,street,1971,Железобетонный,0,0,7 м2
4829,"улица Карла Маркса, 67/2",23900000,8,24,2,70.9,Воронеж,design,1,2058518779,street,2015,0,0,0,22 м2
4830,"улица 9 Января, 233/35",5950000,2,17,2,47.0,Воронеж,design,1,2059326265,street,2017,Железобетонный,Центральное,Ленточный,"20,2 м2"
4831,"улица Завертяева, 9к23",5490000,7,11,2,55.0,Омск,standard,2,2056919665,street,2015,Железобетонный,0,0,14 м2
4832,"улица Лукашевича, 3Б",11000000,8,9,2,70.2,Омск,standard,2,2059386760,street,2013,Железобетонный,0,0,14 м2
4833,"Октябрьская улица, 107",8300000,10,12,2,59.6,Омск,standard,2,2057545684,street,2015,Железобетонный,0,0,12 м2
4834,"улица Красный Путь, 103",12000000,8,12,2,56.5,Омск,standard,2,2059462315,street,2016,Железобетонный,0,0,17 м2
4835,"улица 9 Января, 54В",8690000,8,17,2,61.8,Воронеж,well_done,1,2057499518,street,2016,Железобетонный,0,0,"10,6 м2"
4836,"улица Станкевича, 45к1",9700000,9,22,2,65.7,Воронеж,well_done,1,2056913900,street,2023,Железобетонный,Центральное,0,"10,4 м2"
4837,"Московский проспект, 90",5200000,9,17,2,45.0,Воронеж,well_done,1,1710680242,street,2015,Железобетонный,0,Бетонные столбы,15 м2
4838,"жилой массив Олимпийский, 6",12000000,5,17,2,54.3,Воронеж,well_done,1,2059036641,street,2014,Железобетонный,0,0,23 м2
4839,"улица Кирова, 93",5500000,7,12,2,53.9,Уфа,well_done,2,2056771032,street,1977,Железобетонный,0,Ленточный,"8,7 м2"
4840,"улица Сагита Агиша, 10/1",5550000,6,9,2,53.0,Уфа,well_done,2,2057740975,street,1973,Железобетонный,0,0,7 м2
4841,"улица Минигали Губайдуллина, 21",6900000,8,9,2,53.7,Уфа,well_done,2,2058812690,street,1987,Железобетонный,0,0,"8,5 м2"
4842,"улица Орджоникидзе, 36",6500000,4,9,2,53.9,Уфа,well_done,2,2059551574,street,1973,Смешанный,0,Бетонные столбы,7 м2
4843,"улица Крупской, 14к2",8500000,8,16,2,58.5,Омск,well_done,2,2057484226,street,2016,Железобетонный,0,0,"7,2 м2"
4844,"проспект Мира, 37",5670000,4,5,2,57.0,Омск,well_done,2,2059635229,street,1958,Железобетонный,0,Ленточный,8 м2
4845,"Мельничная улица, 70",7800000,8,10,2,71.7,Омск,well_done,2,2059253872,street,1998,Железобетонный,0,0,20 м2
4846,"Братская улица, 19",10400000,6,6,2,79.8,Омск,well_done,2,2057843146,street,2004,Железобетонный,0,Свайный,12 м2
4847,"улица Красный Путь, 105к1",11900000,9,15,2,56.2,Омск,well_done,2,2059679170,street,2016,Железобетонный,0,0,"12,2 м2"
4848,"улица Б.Г. Шаронова, 23",9000000,4,16,2,63.2,Омск,well_done,2,1852199100,street,2021,Железобетонный,0,Свайный,11 м2
4849,"Загородная улица, 7",6000000,16,17,2,61.5,Воронеж,without_repair,1,1988865178,street,2022,Железобетонный,Центральное,0,"11,4 м2"
4850,"улица Революции 1905 года, 31Ю",9831950,9,19,2,71.9,Воронеж,without_repair,1,1788874348,street,2023,Железобетонный,Центральное,0,"14,8 м2"
4851,"улица Антонова-Овсеенко, 35С",6000000,11,27,2,54.79,Воронеж,without_repair,1,2059379999,street,2025,0,0,0,"12,4 м2"
4852,"улица Ломоносова, 80",5400000,26,26,2,52.9,Воронеж,without_repair,1,2059723378,street,2022,Железобетонный,Центральное,0,"10,9 м2"
4853,"улица Димитрова, 131",6200000,10,14,2,65.6,Воронеж,without_repair,1,2059161626,street,2017,0,0,0,"11,7 м2"
4854,"улица Лидии Рябцевой, 42",7186800,2,17,2,59.89,Воронеж,without_repair,1,1799049684,street,0,0,0,0,"12,1 м2"
4855,"проспект Патриотов, 3ЕкБ",4910000,7,25,2,51.6,Воронеж,without_repair,1,2059077610,street,2024,0,0,0,"10,6 м2"
4856,"улица Саврасова, 86",5000000,3,10,2,54.3,Воронеж,without_repair,1,2057168313,street,2022,Железобетонный,Центральное,0,10 м2
4857,"бульвар Архитекторов, 4/1",7100000,5,10,2,61.0,Омск,without_repair,2,2059733779,street,2009,0,0,0,"10,5 м2"
4858,"Кемеровская улица, 8А",7175000,4,18,2,46.0,Омск,without_repair,2,2058302189,street,2021,Железобетонный,Центральное,0,0
4859,"4-я Любинская улица, 34/1",5350000,9,9,2,60.0,Омск,without_repair,2,2055326824,street,2022,Железобетонный,Центральное,0,"10,4 м2"
4860,"улица Димитрова, 131",7019800,10,14,2,62.8,Воронеж,standard,2,2059493386,street,2017,0,0,0,"12,7 м2"
4861,"Московский проспект, 191",6800000,9,17,2,64.7,Воронеж,standard,2,2059152627,street,2019,Железобетонный,Центральное,0,"14,7 м2"
4862,"Московский проспект, 104В",7500000,5,17,2,68.0,Воронеж,standard,2,2058232737,street,2008,Железобетонный,0,Ленточный,12 м2
4863,"улица Ломоносова, 114/29",6690000,2,10,2,67.4,Воронеж,design,2,2056992275,street,2013,Железобетонный,Центральное,0,"10,1 м2"
4864,"улица Адмирала Ушакова, 64/1",3850000,3,5,2,48.5,Уфа,without_repair,2,2058030170,street,1976,Смешанный,Центральное,0,"5,6 м2"
4865,"улица Лётчика Колесниченко, 65А",11285000,16,19,2,76.0,Воронеж,well_done,2,1782688589,street,2021,Железобетонный,Центральное,0,"14,6 м2"
4866,"улица Берёзовая Роща, 4А",12800000,10,22,2,73.0,Воронеж,well_done,2,2055940284,street,2023,Железобетонный,0,0,18 м2
4867,"улица 45-й Стрелковой Дивизии, 275/2",7100000,16,17,2,75.0,Воронеж,well_done,2,1740523953,street,2015,Железобетонный,0,Сплошной,12 м2
4868,"Московский проспект, 132",11500000,6,21,2,79.4,Воронеж,well_done,2,2058926852,street,2023,Железобетонный,0,0,"18,3 м2"
4869,"улица 121-й Стрелковой Дивизии, 9",6800000,11,15,2,58.9,Воронеж,without_repair,2,2057902820,street,2023,Железобетонный,Центральное,0,"11,3 м2"
4870,"улица Теплоэнергетиков, 15Б",4700000,9,19,2,53.66,Воронеж,without_repair,2,2057139513,street,2010,Железобетонный,Автономная котельная (крышная встроенно-пристроенная),Ленточный,"8,9 м2"
4871,"Московский проспект, 42Б",5980000,3,17,2,52.0,Воронеж,without_repair,2,2059490303,street,2024,0,0,0,10 м2
4872,"Комсомольский переулок, 24",5300000,5,5,3,61.7,Орёл,standard,1,2059911353,garden,1971,Железобетонный,0,Иной,5 м2
4873,"улица Максима Горького, 4",4600000,4,5,3,60.7,Орёл,standard,1,2059886461,garden,1970,Железобетонный,0,0,6 м2
4874,"улица 60-летия Октября, 18",3900000,5,5,3,60.0,Орёл,standard,1,2056809892,garden,1970,Железобетонный,0,Бетонные столбы,"5,8 м2"
4875,"Октябрьская улица, 47Б",5000000,2,4,3,55.1,Орёл,standard,1,2059678419,garden,1960,Железобетонный,0,Ленточный,"5,9 м2"
4876,"бульвар Молодёжи, 6",7770000,8,9,3,79.3,Орёл,standard,1,1983788617,garden,2010,Железобетонный,0,0,"11,2 м2"
4877,"улица Левый берег реки Оки, 113",7300000,4,18,3,85.3,Орёл,standard,1,2057839600,garden,2022,Железобетонный,0,0,13 м2
4878,"Комсомольская улица, 144",4499990,5,5,3,80.0,Орёл,standard,1,1779079951,garden,1959,Железобетонный,0,Ленточный,"7,2 м2"
4879,"Паровозная улица, 69",3500000,2,9,3,59.9,Орёл,standard,1,2059287442,garden,1988,Железобетонный,0,0,0
4880,"улица Максима Горького, 82",5500000,3,5,3,55.9,Орёл,standard,1,2059855670,garden,1968,Железобетонный,0,Ленточный,6 м2
4881,"улица Левый берег реки Оки, 113",10900000,2,18,3,87.3,Орёл,design,1,1944534661,garden,2022,Железобетонный,0,0,"14,5 м2"
4882,"улица Латышских Стрелков, 54",9900000,16,17,3,95.2,Орёл,design,1,2059013587,garden,2015,Железобетонный,0,0,14 м2
4883,"Комсомольская улица, 89",15500000,7,19,3,100.2,Орёл,design,1,2058787046,garden,2016,Железобетонный,0,0,"48,5 м2"
4884,"Новосибирская улица, 27",4250000,4,9,2,53.3,Воронеж,standard,1,2059611791,street,1980,0,0,0,8 м2
4885,"улица Генерала Лизюкова, 101",4300000,5,9,2,53.4,Воронеж,standard,1,2059506546,street,1985,Железобетонный,0,0,8 м2
4886,"улица Ключникова, 3",5100000,13,18,2,58.4,Воронеж,standard,1,2058728514,street,2022,Железобетонный,0,0,12 м2
4887,"Беговая улица, 138А",4900000,2,10,2,55.5,Воронеж,standard,1,2057838371,street,2012,Железобетонный,0,Сборный,9 м2
4888,"улица Шишкова, 142/8",5250000,1,10,2,55.0,Воронеж,standard,1,2057252480,street,2012,Железобетонный,0,0,"8,1 м2"
4889,"Новосибирская улица, 55",4090000,9,9,2,55.0,Воронеж,standard,1,2059535314,street,1989,Железобетонный,0,0,8 м2
4890,"Московский проспект, 131А",4350000,1,10,2,54.0,Воронеж,standard,1,2058474514,street,2003,0,0,0,9 м2
4891,"улица Чапаева, 118",4000000,8,10,2,53.7,Воронеж,standard,1,2058608628,street,1992,Железобетонный,0,0,8 м2
4892,"Чуйская улица, 7",4500000,4,10,2,50.2,Воронеж,standard,1,2059479600,street,2007,Железобетонный,0,0,8 м2
4893,"улица Генерала Лизюкова, 99",4600000,7,9,2,53.6,Воронеж,standard,1,2059687294,street,1985,Железобетонный,0,0,"7,8 м2"
4894,"Московский проспект, 102",6000000,2,10,2,53.6,Воронеж,standard,1,2059442461,street,2002,0,0,0,8 м2
4895,"улица 9 Января, 68к3",7400000,1,25,2,60.8,Воронеж,standard,1,2056507083,street,2018,Железобетонный,0,0,"11,5 м2"
4896,"проспект Патриотов, 31/1",5530000,10,10,2,54.1,Воронеж,standard,1,2056858524,street,2008,Железобетонный,0,Ленточный,"8,5 м2"
4897,"Тепличная улица, 26/2",4099000,9,10,2,54.0,Воронеж,standard,1,2058977583,street,2014,Железобетонный,0,Ленточный,8 м2
4898,"улица Космонавтов, 32",4500000,3,5,2,45.5,Воронеж,standard,1,2059092717,street,1964,Железобетонный,0,Ленточный,7 м2
4899,"Путиловская улица, 9",4700000,6,10,2,55.6,Воронеж,standard,1,2056172773,street,1992,Железобетонный,0,0,9 м2
4900,"улица Маршала Жукова, 6",4400000,8,9,2,51.3,Воронеж,standard,1,2057919288,street,1982,0,0,0,9 м2
4901,"улица Корольковой, 10к3",5170000,2,10,2,51.0,Воронеж,standard,1,2057760472,street,2019,Железобетонный,0,0,8 м2
4902,"улица Шишкова, 146Б",6390000,4,10,2,60.0,Воронеж,standard,1,2059570008,street,2015,Железобетонный,Центральное,Ленточный,9 м2
4903,"улица Артамонова, 38Б",4400000,1,10,2,50.0,Воронеж,standard,1,2058629896,street,2003,Железобетонный,0,0,8 м2
4904,"улица Кропоткина, 11А",6100000,2,10,2,55.0,Воронеж,standard,1,2057791684,street,1998,Железобетонный,0,Бетонные столбы,9 м2
4905,"улица Тургенева, 52",8200000,6,8,3,79.0,Орёл,well_done,1,2059156254,garden,2002,Железобетонный,0,0,"10,8 м2"
4906,"Тульская улица, 2",6150000,1,9,3,84.9,Орёл,well_done,1,1956373480,garden,2003,Железобетонный,0,0,10 м2
4907,"2-я Посадская улица, 2",8990000,6,7,3,95.5,Орёл,well_done,1,2059159537,garden,2004,Железобетонный,0,0,"13,1 м2"
4908,"Комсомольская улица, 229А",7695000,2,5,3,87.0,Орёл,well_done,1,2059087795,garden,2004,Железобетонный,0,Бетонные столбы,"14,8 м2"
4909,"улица 5 Августа, 48",6050000,2,9,3,61.5,Орёл,well_done,1,2057365711,garden,1988,Железобетонный,0,0,"8,6 м2"
4910,"улица Панчука, 83А",12550000,6,16,3,125.2,Орёл,without_repair,1,2056483209,garden,2017,Железобетонный,0,Бетонные столбы,30 м2
4911,"Междуреченская улица, 1Д",5680000,7,10,2,60.5,Воронеж,design,1,1952600563,street,2012,Железобетонный,Закрытая с приготовлением горячей воды на ИТП,Ленточный,14 м2
4912,"улица 45-й Стрелковой Дивизии, 226",8100000,8,10,2,66.84,Воронеж,design,1,2059369252,street,2013,Монолитный,0,0,"11,6 м2"
4913,"Советская улица, 17",8950000,4,9,3,82.4,Орёл,standard,2,2057029717,garden,1998,Железобетонный,0,0,"12,4 м2"
4914,"Раздольная улица, 82Б",6800000,2,9,3,78.3,Орёл,standard,2,1963633565,garden,2007,Железобетонный,0,0,"11,8 м2"
4915,"улица Максима Горького, 47",9500000,9,9,3,98.0,Орёл,standard,2,2058490603,garden,2002,Железобетонный,0,0,0
4916,"улица Абрамова и Соколова, 3",5998000,3,5,3,76.4,Орёл,design,2,2058969315,garden,2004,Железобетонный,0,Ленточный,11 м2
4917,"Комсомольская улица, 62",11900000,6,7,3,101.2,Орёл,design,2,1933507944,garden,2002,0,0,0,24 м2
4918,"улица Гуртьева, 6",8000000,2,4,3,86.5,Орёл,design,2,2055992555,garden,1946,Железобетонный,0,0,0
4919,"улица 25 Января, 52А",5550000,3,10,2,50.1,Воронеж,well_done,1,2059863618,street,2005,Железобетонный,0,Ленточный,8 м2
4920,"Острогожская улица, 170/12",4500000,13,17,2,59.9,Воронеж,well_done,1,2056608384,street,2016,0,0,0,"9,3 м2"
4921,"Московский проспект, 124",8500000,16,25,2,65.0,Воронеж,well_done,1,2059854803,street,2017,Железобетонный,0,0,11 м2
4922,"Междуреченская улица, 1литЗ",4700000,3,10,2,54.7,Воронеж,well_done,1,2059123843,street,2012,Железобетонный,0,0,9 м2
4923,"Беговая улица, 162",5100000,3,9,2,45.1,Воронеж,well_done,1,2057821815,street,1990,Железобетонный,0,0,"7,8 м2"
4924,"улица Шишкова, 144Б",6500000,4,10,2,60.0,Воронеж,well_done,1,2057984394,street,2013,Железобетонный,0,Ленточный,8 м2
4925,"улица 45-й Стрелковой Дивизии, 247Е",6550000,5,10,2,54.7,Воронеж,well_done,1,1848001096,street,2009,Железобетонный,0,0,"8,1 м2"
